id,index,difficulty,equation1,equation2,answer
normal_0164,164,normal,x * (y * z) = (x * z) * z,x = (y * (y * (y * y))) * y,False
normal_0165,165,normal,x * x = (y * y) * y,x = (x * (y * x)) * (z * w),False
normal_0166,166,normal,x = y * (((z * x) * z) * z),x = (x * (y * x)) * z,True
normal_0167,167,normal,x * x = x * (y * (z * x)),x = (((y * y) * x) * z) * y,False
normal_0168,168,normal,x = x * (y * ((y * z) * z)),x * y = (z * w) * y,False
normal_0169,169,normal,x = ((y * z) * (x * z)) * w,x = ((y * y) * (z * y)) * y,True
normal_0170,170,normal,x = (y * (y * z)) * (y * z),x = y * (((x * z) * z) * w),True
normal_0171,171,normal,x * y = z * (y * (x * w)),x * y = (x * x) * (y * x),True
normal_0172,172,normal,x = (y * (z * (w * w))) * w,x = (((y * x) * x) * y) * x,True
normal_0173,173,normal,x = (y * z) * (z * (z * y)),x * y = (x * (y * x)) * x,True
normal_0174,174,normal,x = (x * ((y * z) * y)) * y,x = ((x * x) * (y * x)) * x,False
normal_0175,175,normal,x * y = (z * (w * u)) * w,x = x * (y * (x * (x * x))),False
normal_0176,176,normal,x = ((y * x) * x) * (y * y),(x * y) * x = (z * x) * y,False
normal_0177,177,normal,x * y = z * ((w * y) * z),x * y = x * (y * (z * z)),True
normal_0178,178,normal,x = x * ((x * x) * (y * y)),x = (y * (z * (x * z))) * x,False
normal_0179,179,normal,x * y = z * (w * (x * u)),x = y * (z * (z * (z * x))),False
normal_0180,180,normal,x = ((y * (y * y)) * z) * y,x = ((y * (y * x)) * x) * z,True
normal_0181,181,normal,x = y * (((y * z) * w) * u),x = (y * (y * x)) * y,True
normal_0182,182,normal,x * y = y * (z * (x * w)),x = ((y * (z * z)) * w) * u,False
normal_0183,183,normal,x = ((y * (z * w)) * y) * x,x * y = ((y * x) * x) * z,False
normal_0184,184,normal,x = ((y * z) * y) * (z * w),x * y = y * ((y * z) * x),True
normal_0185,185,normal,x = (y * ((z * w) * z)) * w,x * y = (x * (z * x)) * z,True
normal_0186,186,normal,x = (y * z) * (z * (z * z)),x = (x * y) * ((y * y) * y),True
normal_0187,187,normal,x = x * (((y * z) * z) * z),x = (x * x) * (x * (x * x)),True
normal_0188,188,normal,x * y = (y * y) * (z * w),x * (x * y) = (z * w) * u,True
normal_0189,189,normal,x = (((y * z) * y) * y) * z,x = (x * y) * (z * (z * y)),True
normal_0190,190,normal,x = (x * x) * ((y * y) * x),x * y = x * ((z * y) * y),False
normal_0191,191,normal,x = (y * (z * (w * y))) * x,x = y * (z * (w * (x * z))),False
normal_0192,192,normal,x = y * (z * (y * w)),x = x * ((y * (z * y)) * y),True
normal_0193,193,normal,x * x = y * ((x * z) * w),x = y * (y * (z * (w * x))),False
normal_0194,194,normal,x = (y * (z * w)) * (z * w),x = x * (((x * y) * y) * z),True
normal_0195,195,normal,x = y * ((z * w) * (w * y)),x = (y * x) * ((y * z) * y),True
normal_0196,196,normal,x * x = (y * (z * z)) * y,x = ((y * z) * (w * z)) * w,False
normal_0197,197,normal,x = y * (((y * x) * z) * z),x = y * ((z * y) * (w * u)),False
normal_0198,198,normal,x = (x * x) * ((x * x) * y),x = ((y * x) * (x * y)) * z,False
normal_0199,199,normal,x * x = ((y * x) * y) * z,x = (y * z) * ((w * x) * x),False
normal_0200,200,normal,x = ((y * z) * z) * (x * x),x = ((x * (y * z)) * x) * x,False
normal_0201,201,normal,x = (((y * y) * y) * z) * y,x * y = z * ((z * y) * y),True
normal_0202,202,normal,x = (y * (z * (y * y))) * y,x = (((y * z) * z) * w) * u,True
normal_0203,203,normal,x = y * ((z * z) * (y * y)),x = y * (z * (x * (z * x))),True
normal_0204,204,normal,x = (y * (y * (x * y))) * y,x * y = (y * x) * (z * z),False
normal_0205,205,normal,x = y * (((z * y) * w) * u),x = (y * (x * x)) * (z * y),True
normal_0206,206,normal,x * y = z * ((z * w) * u),x * (y * y) = (x * z) * x,True
normal_0207,207,normal,x * x = y * (x * (y * z)),x * y = (z * (y * z)) * x,False
normal_0208,208,normal,x * y = (y * z) * (y * z),x = (y * x) * (y * (z * x)),False
normal_0209,209,normal,(x * x) * y = (z * z) * w,x * y = (z * (y * z)) * y,False
normal_0210,210,normal,x = (y * (z * (w * y))) * y,x = (((y * z) * y) * w) * x,True
normal_0211,211,normal,x = y * (((z * z) * y) * w),x = y * ((y * (z * x)) * y),True
normal_0212,212,normal,x * y = z * (x * (w * x)),x * (y * z) = (y * w) * u,True
normal_0213,213,normal,x = ((y * z) * w) * (u * v),(x * x) * y = (x * y) * y,True
normal_0214,214,normal,x = (y * ((z * x) * x)) * y,x = ((y * y) * (z * x)) * y,True
normal_0215,215,normal,x = (((y * z) * w) * z) * u,x * y = y * (x * z),True
normal_0216,216,normal,x * x = (y * y) * (y * x),x = (y * x) * (y * (y * y)),False
normal_0217,217,normal,x = (y * (y * y)) * (x * x),x = (y * (y * z)) * (z * w),False
normal_0218,218,normal,x * y = (y * z) * (z * w),x = x * ((x * x) * x),False
normal_0219,219,normal,x = y * (x * (y * (x * z))),x * x = y * (x * (z * y)),True
normal_0220,220,normal,x * y = (z * x) * (w * w),x = y * (y * ((z * y) * w)),False
normal_0221,221,normal,x = x * (y * (x * (z * w))),x = (x * y) * ((x * z) * y),True
normal_0222,222,normal,x = y * ((x * (z * w)) * w),x = (y * (z * w)) * (y * z),True
normal_0223,223,normal,x = ((y * (x * y)) * x) * y,x = ((y * (z * w)) * u) * z,False
normal_0224,224,normal,x = (((y * y) * z) * z) * w,x = (x * y) * (y * (z * z)),True
normal_0225,225,normal,x * y = z * (w * (z * u)),x * y = (z * (x * w)) * y,True
normal_0226,226,normal,x * y = (z * (w * x)) * z,x = y * ((z * (x * y)) * w),False
normal_0227,227,normal,x = (y * (z * (x * w))) * y,x = y * ((y * (z * z)) * z),True
normal_0228,228,normal,x * (y * x) = y * (z * y),x = (y * y) * (x * (y * z)),False
normal_0229,229,normal,x = y * ((z * w) * (y * y)),x = (y * z) * (w * (w * x)),True
normal_0230,230,normal,x = y * ((z * (z * w)) * z),x * y = x * (z * (w * z)),True
normal_0231,231,normal,x = (y * z) * (y * (y * y)),x = y * ((z * x) * z),True
normal_0232,232,normal,x = (y * ((x * z) * y)) * y,x = (y * (x * z)) * (x * w),True
normal_0233,233,normal,x * y = z * (x * (w * w)),x = y * ((y * z) * (y * y)),False
normal_0234,234,normal,x = (y * (y * (z * z))) * w,x * x = (y * z) * (z * z),True
normal_0235,235,normal,x = (y * z) * (x * (x * z)),x = x * (x * (x * (y * x))),True
normal_0236,236,normal,x = x * (((x * y) * x) * y),(x * x) * y = (z * x) * y,False
normal_0237,237,normal,x = x * ((y * (y * y)) * z),x = (y * (y * y)) * x,False
normal_0238,238,normal,x = (y * (z * x)) * (w * x),x * (x * y) = (x * x) * y,False
normal_0239,239,normal,x = (y * (y * (y * y))) * x,x = (y * (z * x)) * (z * w),False
normal_0240,240,normal,x = ((x * y) * (x * y)) * z,x = (y * x) * ((z * y) * w),False
normal_0241,241,normal,x = (y * ((z * z) * z)) * z,x = (y * y) * ((x * x) * x),True
normal_0242,242,normal,x = x * (x * (y * (z * y))),x = ((y * (y * z)) * z) * z,False
normal_0243,243,normal,x = ((y * z) * x) * (z * z),x * y = (z * (y * x)) * x,True
normal_0244,244,normal,x = x * ((y * x) * (x * z)),x = x * ((y * (y * z)) * w),False
normal_0245,245,normal,x * y = (x * (y * x)) * z,x = (x * (y * y)) * (x * y),False
normal_0246,246,normal,x * y = z * ((w * y) * x),x = x * (y * ((z * w) * y)),False
normal_0247,247,normal,x = y * ((y * y) * (x * x)),(x * y) * y = (x * y) * z,False
normal_0248,248,normal,x * y = y * (z * (z * y)),x = (y * (z * (w * x))) * w,False
normal_0249,249,normal,x * y = ((z * w) * x) * u,x = y * (z * ((w * z) * w)),False
normal_0250,250,normal,x = (y * ((x * z) * w)) * u,x = y * (((x * y) * z) * y),True
normal_0251,251,normal,x = ((y * x) * (x * y)) * y,x * x = x * y,False
normal_0252,252,normal,x = y * (z * ((y * y) * z)),x * y = z * (x * (z * z)),True
normal_0253,253,normal,x = ((y * z) * (x * z)) * z,x * (y * z) = y * (x * w),True
normal_0254,254,normal,x * y = (y * z) * (w * w),x = (x * (x * y)) * (x * y),False
normal_0255,255,normal,x = (y * z) * ((z * y) * x),x = (x * ((y * z) * y)) * w,False
normal_0256,256,normal,x = y * (y * (z * (x * y))),x = (y * y) * (x * (x * x)),True
normal_0257,257,normal,x = y * (z * (z * (x * z))),x = y * (y * ((y * z) * x)),True
normal_0258,258,normal,(x * x) * y = (x * x) * z,x * x = y * ((y * z) * x),False
normal_0259,259,normal,x = y * ((y * y) * (y * z)),x = (y * z) * (w * (x * z)),True
normal_0260,260,normal,x = (y * z) * ((w * x) * z),x * x = (y * z) * (x * y),True
normal_0261,261,normal,x = (x * (y * (y * x))) * y,x = y * ((x * x) * (y * z)),False
normal_0262,262,normal,x = (y * ((z * w) * x)) * w,x * (y * x) = (y * x) * x,True
normal_0263,263,normal,x = y * (y * (x * (x * z))),x = ((y * x) * y) * x,True
normal_0264,264,normal,x = (y * (y * z)) * (w * y),x = y * ((z * w) * (y * y)),True
normal_0265,265,normal,x = (x * ((x * y) * y)) * z,x = x * (y * (y * z)),False
normal_0266,266,normal,x = x * ((y * x) * y),x * x = ((y * x) * z) * w,False
normal_0267,267,normal,x * y = x * (y * (y * y)),x = ((x * x) * (y * z)) * x,False
normal_0268,268,normal,x = (y * (x * x)) * z,x = y * ((z * (y * y)) * z),True
normal_0269,269,normal,x = y * (z * (x * (y * x))),x * y = z * (y * (w * x)),False
normal_0270,270,normal,x = ((y * (z * w)) * x) * z,x = (y * y) * y,True
normal_0271,271,normal,x = (x * (y * x)) * y,x = (((y * z) * z) * w) * x,False
normal_0272,272,normal,x = (y * ((x * x) * y)) * y,(x * y) * z = (x * z) * w,False
normal_0273,273,normal,x = (((y * z) * z) * w) * w,x = ((y * (y * y)) * z) * z,True
normal_0274,274,normal,x * y = x * (y * (x * z)),x = (y * (z * (z * z))) * w,False
normal_0275,275,normal,x = (y * z) * (w * (y * y)),x = (y * x) * (x * z),True
normal_0276,276,normal,x = ((y * z) * (w * w)) * x,x = y * (z * (z * (w * x))),False
normal_0277,277,normal,x = ((y * (z * w)) * u) * v,x = y * (z * (x * x)),True
normal_0278,278,normal,x = (((y * x) * z) * x) * w,x = y * (z * (z * (w * x))),True
normal_0279,279,normal,x = (y * x) * (z * (z * x)),(x * x) * y = (z * y) * x,False
normal_0280,280,normal,x * (y * y) = y * (z * w),x = y * (y * ((z * z) * y)),False
normal_0281,281,normal,x = (y * z) * ((y * z) * z),x = (y * (y * (z * x))) * w,True
normal_0282,282,normal,x = x * (((y * z) * z) * w),x * x = (x * (y * z)) * z,True
normal_0283,283,normal,x * x = x * (x * (x * x)),x = x * ((y * (y * z)) * y),False
normal_0284,284,normal,x = y * (z * ((z * z) * w)),x * (y * z) = (x * z) * z,True
normal_0285,285,normal,x = (y * (x * z)) * (y * y),x * y = (z * (x * w)) * w,True
normal_0286,286,normal,x * y = (y * y) * (x * x),x = y * ((z * (y * y)) * x),False
normal_0287,287,normal,x = ((y * z) * (x * y)) * y,x * y = (x * (z * z)) * y,True
normal_0288,288,normal,x = y * (y * ((z * z) * y)),x = (y * (z * x)) * (z * w),True
normal_0289,289,normal,x = (y * x) * ((z * w) * z),x * y = (x * x) * x,True
normal_0290,290,normal,x * x = y * ((z * z) * x),x = (y * (z * y)) * (x * w),False
normal_0291,291,normal,x = (x * ((y * z) * y)) * z,x = y * ((z * z) * (y * x)),False
normal_0292,292,normal,x * y = y * ((z * z) * w),x * y = (y * (x * z)) * y,True
normal_0293,293,normal,x = (y * z) * ((z * y) * z),x * y = ((z * z) * w) * x,True
normal_0294,294,normal,x * (y * z) = w * (y * z),x * y = (z * w) * (y * w),False
normal_0295,295,normal,(x * y) * z = (y * z) * x,x = (((x * y) * x) * y) * x,False
normal_0296,296,normal,x = (y * z) * (z * (z * y)),x = y * ((z * z) * x),True
normal_0297,297,normal,x = (y * (y * (y * z))) * z,x * y = ((x * z) * w) * w,True
normal_0298,298,normal,x = (x * (y * (x * x))) * y,x = (y * (x * y)) * (z * w),False
normal_0299,299,normal,x * x = x * ((x * y) * y),x * x = ((x * x) * y) * z,False
normal_0300,300,normal,x = (y * ((z * x) * w)) * x,x = ((y * z) * w) * (x * x),True
normal_0301,301,normal,(x * y) * y = (y * z) * z,x * (y * z) = (z * y) * x,False
normal_0302,302,normal,x = (y * ((y * y) * x)) * x,x * y = z * (x * (w * w)),False
normal_0303,303,normal,x = (y * (z * x)) * z,x = y * (((z * x) * x) * y),True
normal_0304,304,normal,(x * y) * z = (x * w) * z,x = ((x * y) * (y * y)) * z,False
normal_0305,305,normal,x = (y * y) * ((x * z) * z),x = x * (y * (z * (y * z))),False
normal_0306,306,normal,x * (y * x) = (y * x) * z,x = x * (y * ((z * y) * w)),False
normal_0307,307,normal,x = (y * (x * x)) * (y * y),(x * y) * y = (z * y) * w,False
